time,stance,t_swing,tau,contact_l,contact_r,has_lifted,step_x,step_y,des_x,des_y,des_z,vx_des,vy_des,vz_des,act_x,act_y,act_z,switched
12.526000,1,0.024000,0.120000,0,1,1,-0.005004,-0.004115,-0.510526,-0.017203,0.014850,-0.112222,0.026037,0.730245,-0.510442,-0.023286,0.008888,0
12.528000,1,0.026000,0.130000,0,1,1,-0.005004,-0.004115,-0.510754,-0.017151,0.016301,-0.116157,0.026512,0.720803,-0.510680,-0.023855,0.010287,0
12.530000,1,0.028000,0.140000,0,1,1,-0.005004,-0.004115,-0.510991,-0.017097,0.017732,-0.119971,0.026969,0.710650,-0.510680,-0.023855,0.010287,0
12.532000,1,0.030000,0.150000,0,1,1,-0.005004,-0.004115,-0.511234,-0.017043,0.019143,-0.123802,0.027448,0.699795,-0.511333,-0.024200,0.011653,0
12.534000,1,0.032000,0.160000,0,1,1,-0.005004,-0.004115,-0.511486,-0.016988,0.020531,-0.127460,0.027881,0.688250,-0.511571,-0.024631,0.013165,0
12.536000,1,0.034000,0.170000,0,1,1,-0.010786,-0.005330,-0.511746,-0.016932,0.021895,-0.133383,0.027708,0.676025,-0.512142,-0.025277,0.016264,0
12.538000,1,0.036000,0.180000,0,1,1,-0.010786,-0.005330,-0.512019,-0.016877,0.023235,-0.138945,0.027479,0.663134,-0.512226,-0.025542,0.017877,0
12.540000,1,0.038000,0.190000,0,1,1,-0.010786,-0.005330,-0.512302,-0.016822,0.024547,-0.144298,0.027224,0.649588,-0.512667,-0.025662,0.019395,0
12.542000,1,0.040000,0.200000,0,1,1,-0.010786,-0.005330,-0.512596,-0.016768,0.025833,-0.149474,0.026967,0.635400,-0.512667,-0.025662,0.019395,0
12.544000,1,0.042000,0.210000,0,1,1,-0.010786,-0.005330,-0.512900,-0.016714,0.027089,-0.154441,0.026684,0.620586,-0.513164,-0.025717,0.020867,0
12.544000,1,0.044000,0.220000,0,1,1,-0.010786,-0.005330,-0.513214,-0.016661,0.028314,-0.159201,0.026376,0.605160,-0.513716,-0.025709,0.022295,0
12.548000,1,0.046000,0.230000,0,1,1,-0.010786,-0.005330,-0.513536,-0.016609,0.029509,-0.163754,0.026043,0.589136,-0.514317,-0.025637,0.023687,0
12.550000,1,0.048000,0.240000,0,1,1,-0.010786,-0.005330,-0.513868,-0.016557,0.030671,-0.168071,0.025662,0.572531,-0.515671,-0.025306,0.026364,0
12.552000,1,0.050000,0.250000,0,1,1,-0.010786,-0.005330,-0.514209,-0.016506,0.031799,-0.172215,0.025282,0.555360,-0.515671,-0.025306,0.026364,0
12.554000,1,0.052000,0.260000,0,1,1,-0.010786,-0.005330,-0.514557,-0.016456,0.032892,-0.176156,0.024879,0.537642,-0.516416,-0.025056,0.027645,0
12.556000,1,0.054000,0.270000,0,1,1,-0.010786,-0.005330,-0.514913,-0.016407,0.033949,-0.179748,0.024310,0.519393,-0.516936,-0.024995,0.028884,0
12.558000,1,0.056000,0.280000,0,1,1,-0.010786,-0.005330,-0.515276,-0.016359,0.034969,-0.183055,0.023684,0.500632,-0.518507,-0.024298,0.031248,0
12.560000,1,0.058000,0.290000,0,1,1,-0.017811,-0.003256,-0.515649,-0.016311,0.035951,-0.190265,0.024254,0.481376,-0.519349,-0.023884,0.032370,0
12.562000,1,0.060000,0.300000,0,1,1,-0.017811,-0.003256,-0.516037,-0.016262,0.036894,-0.197144,0.024774,0.461645,-0.520222,-0.023435,0.033449,0
12.564000,1,0.062000,0.310000,0,1,1,-0.017811,-0.003256,-0.516438,-0.016212,0.037797,-0.203744,0.025269,0.441459,-0.520222,-0.023435,0.033449,0
12.564000,1,0.064000,0.320000,0,1,1,-0.017811,-0.003256,-0.516851,-0.016161,0.038660,-0.210014,0.025717,0.420837,-0.521121,-0.022957,0.034482,0
12.568000,1,0.066000,0.330000,0,1,1,-0.017811,-0.003256,-0.517277,-0.016109,0.039480,-0.215927,0.026111,0.399800,-0.523022,-0.021922,0.036430,0
12.570000,1,0.068000,0.340000,0,1,1,-0.017811,-0.003256,-0.517715,-0.016056,0.040259,-0.221530,0.026471,0.378368,-0.524014,-0.021374,0.037343,0
12.572000,1,0.070000,0.350000,0,1,1,-0.017811,-0.003256,-0.518163,-0.016003,0.040994,-0.226826,0.026801,0.356563,-0.525024,-0.020818,0.038207,0
12.574000,1,0.072000,0.360000,0,1,1,-0.017811,-0.003256,-0.518622,-0.015949,0.041685,-0.231850,0.027107,0.334406,-0.525024,-0.020818,0.038207,0
12.574000,1,0.074000,0.370000,0,1,1,-0.017811,-0.003256,-0.519091,-0.015894,0.042331,-0.237055,0.027623,0.311919,-0.526659,-0.019964,0.039006,0
12.578000,1,0.076000,0.380000,0,1,1,-0.017811,-0.003256,-0.519569,-0.015839,0.042932,-0.241418,0.027864,0.289124,-0.528127,-0.019135,0.040493,0
12.580000,1,0.078000,0.390000,0,1,1,-0.017811,-0.003256,-0.520056,-0.015783,0.043487,-0.245490,0.028088,0.266044,-0.529174,-0.018578,0.041153,0
12.582000,1,0.080000,0.400000,0,1,1,-0.017811,-0.003256,-0.520551,-0.015727,0.043996,-0.249284,0.028301,0.242701,-0.530226,-0.018026,0.041768,0
12.584000,1,0.082000,0.410000,0,1,1,-0.017811,-0.003256,-0.521053,-0.015670,0.044458,-0.252809,0.028491,0.219119,-0.530226,-0.018026,0.041768,0
12.584000,1,0.084000,0.420000,0,1,1,-0.022936,-0.001443,-0.521567,-0.015611,0.044872,-0.260553,0.030265,0.195321,-0.531275,-0.017487,0.042331,0
12.588000,1,0.086000,0.430000,0,1,1,-0.022936,-0.001443,-0.522095,-0.015549,0.045239,-0.267880,0.032006,0.171329,-0.533344,-0.016458,0.043324,0
12.590000,1,0.088000,0.440000,0,1,1,-0.022936,-0.001443,-0.522638,-0.015483,0.045558,-0.274792,0.033695,0.147169,-0.534354,-0.015972,0.043751,0
12.592000,1,0.090000,0.450000,0,1,1,-0.022936,-0.001443,-0.523194,-0.015414,0.045828,-0.281308,0.035341,0.122863,-0.535365,-0.015502,0.044139,0
12.594000,1,0.092000,0.460000,0,1,1,-0.022936,-0.001443,-0.523763,-0.015342,0.046049,-0.287399,0.036903,0.098436,-0.535365,-0.015502,0.044139,0
12.594000,1,0.094000,0.470000,0,1,1,-0.022936,-0.001443,-0.524344,-0.015266,0.046221,-0.293100,0.038426,0.073912,-0.536356,-0.015057,0.044485,0
12.598000,1,0.096000,0.480000,0,1,1,-0.022936,-0.001443,-0.524935,-0.015188,0.046345,-0.298467,0.039961,0.049316,-0.538283,-0.014247,0.045042,0
12.600000,1,0.098000,0.490000,0,1,1,-0.022936,-0.001443,-0.525538,-0.015107,0.046419,-0.304232,0.041548,0.024670,-0.539843,-0.013807,0.045283,0
12.602000,1,0.100000,0.500000,0,1,1,-0.022936,-0.001443,-0.526152,-0.015022,0.046443,-0.309575,0.043067,-0.000000,-0.540725,-0.013493,0.045442,0
12.604000,1,0.102000,0.510000,0,1,1,-0.022936,-0.001443,-0.526776,-0.014934,0.046419,-0.314499,0.044519,-0.024670,-0.541573,-0.013209,0.045556,0
12.606000,1,0.104000,0.520000,0,1,1,-0.022936,-0.001443,-0.527410,-0.014844,0.046345,-0.319009,0.045906,-0.049316,-0.542395,-0.012953,0.045616,0
12.608000,1,0.106000,0.530000,0,1,1,-0.022936,-0.001443,-0.528052,-0.014751,0.046221,-0.323108,0.047230,-0.073912,-0.543184,-0.012726,0.045635,0
12.610000,1,0.108000,0.540000,0,1,1,-0.022936,-0.001443,-0.528702,-0.014655,0.046049,-0.326733,0.048454,-0.098436,-0.543184,-0.012726,0.045635,0
12.610000,1,0.110000,0.550000,0,1,1,-0.024322,-0.001364,-0.529360,-0.014557,0.045828,-0.331894,0.049691,-0.122863,-0.543184,-0.012726,0.045635,0
12.614000,1,0.112000,0.560000,0,1,1,-0.024322,-0.001364,-0.530029,-0.014456,0.045558,-0.336490,0.050823,-0.147169,-0.543184,-0.012726,0.045635,0
12.616000,1,0.114000,0.570000,0,1,1,-0.024322,-0.001364,-0.530706,-0.014354,0.045239,-0.340521,0.051851,-0.171329,-0.543184,-0.012726,0.045635,0
12.618000,1,0.116000,0.580000,0,1,1,-0.024322,-0.001364,-0.531391,-0.014249,0.044872,-0.344324,0.052956,-0.195321,-0.545966,-0.012110,0.045317,0
12.618000,1,0.118000,0.590000,0,1,1,-0.024322,-0.001364,-0.532083,-0.014142,0.044458,-0.347641,0.053998,-0.219119,-0.546575,-0.012020,0.045107,0
12.622000,1,0.120000,0.600000,0,1,1,-0.024322,-0.001364,-0.532781,-0.014032,0.043996,-0.349819,0.055371,-0.242701,-0.547343,-0.011736,0.044318,0
12.624000,1,0.122000,0.610000,0,1,1,-0.024322,-0.001364,-0.533482,-0.013920,0.043487,-0.351601,0.056685,-0.266044,-0.547901,-0.011698,0.043871,0
12.626000,1,0.124000,0.620000,0,1,1,-0.024322,-0.001364,-0.534187,-0.013806,0.042932,-0.353033,0.057943,-0.289124,-0.548435,-0.011683,0.043395,0
12.628000,1,0.126000,0.630000,0,1,1,-0.024322,-0.001364,-0.534894,-0.013689,0.042331,-0.354125,0.059146,-0.311919,-0.548926,-0.011689,0.042892,0
12.630000,1,0.128000,0.640000,0,1,1,-0.024322,-0.001364,-0.535603,-0.013569,0.041685,-0.354626,0.060194,-0.334406,-0.548926,-0.011689,0.042892,0
12.630000,1,0.130000,0.650000,0,1,1,-0.024322,-0.001364,-0.536312,-0.013448,0.040994,-0.354776,0.061180,-0.356563,-0.549367,-0.011715,0.042338,0
12.634000,1,0.132000,0.660000,0,1,1,-0.024322,-0.001364,-0.537022,-0.013324,0.040259,-0.354846,0.062180,-0.378368,-0.550120,-0.011817,0.041120,0
12.636000,1,0.134000,0.670000,0,1,1,-0.022113,-0.002472,-0.537726,-0.013202,0.039480,-0.348611,0.060123,-0.399800,-0.550423,-0.011890,0.040423,0
12.638000,1,0.136000,0.680000,0,1,1,-0.022113,-0.002472,-0.538417,-0.013084,0.038660,-0.342352,0.058140,-0.420837,-0.550692,-0.011972,0.039671,0
12.638000,1,0.138000,0.690000,0,1,1,-0.022113,-0.002472,-0.539095,-0.012970,0.037797,-0.335794,0.056164,-0.441459,-0.550692,-0.011972,0.039671,0
12.642000,1,0.140000,0.700000,0,1,1,-0.022113,-0.002472,-0.539760,-0.012859,0.036894,-0.329563,0.054312,-0.461645,-0.551101,-0.012167,0.038069,0
12.644000,1,0.142000,0.710000,0,1,1,-0.022113,-0.002472,-0.540413,-0.012752,0.035951,-0.323274,0.052494,-0.481376,-0.551218,-0.012283,0.037197,0
12.646000,1,0.144000,0.720000,0,1,1,-0.022113,-0.002472,-0.541053,-0.012649,0.034969,-0.316941,0.050702,-0.500632,-0.551289,-0.012406,0.036289,0
12.648000,1,0.146000,0.730000,0,1,1,-0.022113,-0.002472,-0.541681,-0.012549,0.033949,-0.310221,0.048904,-0.519393,-0.551289,-0.012406,0.036289,0
12.650000,1,0.148000,0.740000,0,1,1,-0.022113,-0.002472,-0.542294,-0.012453,0.032892,-0.303498,0.047134,-0.537642,-0.551316,-0.012530,0.035352,0
12.652000,1,0.150000,0.750000,0,1,1,-0.022113,-0.002472,-0.542895,-0.012361,0.031799,-0.296769,0.045388,-0.555360,-0.551297,-0.012654,0.034387,0
12.654000,1,0.152000,0.760000,0,1,1,-0.022113,-0.002472,-0.543482,-0.012272,0.030671,-0.290292,0.043629,-0.572531,-0.551114,-0.012895,0.032293,0
12.656000,1,0.154000,0.770000,0,1,1,-0.022113,-0.002472,-0.544056,-0.012186,0.029509,-0.283303,0.041858,-0.589136,-0.551114,-0.012895,0.032293,0
12.658000,1,0.156000,0.780000,0,1,1,-0.022113,-0.002472,-0.544615,-0.012104,0.028314,-0.276231,0.040064,-0.605160,-0.550966,-0.013006,0.031174,0
12.660000,1,0.158000,0.790000,0,1,1,-0.022113,-0.002472,-0.545161,-0.012026,0.027089,-0.269189,0.038271,-0.620586,-0.550795,-0.013106,0.030045,0
12.662000,1,0.160000,0.800000,0,1,1,-0.019830,-0.003196,-0.545676,-0.011957,0.025833,-0.246549,0.031312,-0.635400,-0.550349,-0.013282,0.027749,0
12.664000,1,0.162000,0.810000,0,1,1,-0.019830,-0.003196,-0.546148,-0.011901,0.024547,-0.225433,0.024820,-0.649588,-0.550064,-0.013361,0.026556,0
12.666000,1,0.164000,0.820000,0,1,1,-0.019830,-0.003196,-0.546579,-0.011857,0.023235,-0.205222,0.018866,-0.663134,-0.550064,-0.013361,0.026556,0
12.668000,1,0.166000,0.830000,0,1,1,-0.019830,-0.003196,-0.546970,-0.011825,0.021895,-0.186685,0.013386,-0.676025,-0.549755,-0.013429,0.025345,0
12.670000,1,0.168000,0.840000,0,1,1,-0.019830,-0.003196,-0.547324,-0.011806,0.020531,-0.166992,0.006068,-0.688250,-0.549162,-0.013697,0.024281,0
12.672000,1,0.170000,0.850000,0,1,1,-0.019830,-0.003196,-0.547640,-0.011800,0.019143,-0.149465,-0.000490,-0.699795,-0.548264,-0.013798,0.021647,0
12.674000,1,0.172000,0.860000,0,1,1,-0.019830,-0.003196,-0.547925,-0.011806,0.017732,-0.135581,-0.004915,-0.710650,-0.547893,-0.013737,0.020058,0
12.676000,1,0.174000,0.870000,0,1,1,-0.019830,-0.003196,-0.548181,-0.011821,0.016301,-0.120349,-0.010301,-0.720803,-0.547196,-0.013858,0.018869,0
12.678000,1,0.176000,0.880000,0,1,1,-0.019830,-0.003196,-0.548407,-0.011846,0.014850,-0.105919,-0.014727,-0.730245,-0.547196,-0.013858,0.018869,0
12.680000,1,0.178000,0.890000,0,1,1,-0.019830,-0.003196,-0.548606,-0.011879,0.013380,-0.093123,-0.018339,-0.738966,-0.546604,-0.013872,0.017472,0
12.682000,1,0.180000,0.900000,0,1,1,-0.019830,-0.003196,-0.548782,-0.011919,0.011894,-0.082814,-0.021338,-0.746958,-0.545338,-0.013856,0.014675,0
12.684000,1,0.182000,0.910000,0,1,1,-0.019830,-0.003196,-0.548937,-0.011963,0.010393,-0.072434,-0.022352,-0.754213,-0.544670,-0.013826,0.013254,0
12.686000,1,0.184000,0.920000,0,1,1,-0.018640,-0.003540,-0.549038,-0.012017,0.008878,-0.029583,-0.031108,-0.760723,-0.544670,-0.013826,0.013254,0
12.686000,1,0.186000,0.930000,0,1,1,-0.018640,-0.003540,-0.549073,-0.012083,0.007350,-0.006474,-0.034567,-0.766483,-0.544195,-0.013748,0.011640,0
12.690000,1,0.188000,0.940000,0,1,1,-0.018640,-0.003540,-0.549066,-0.012154,0.005812,0.013394,-0.036281,-0.771487,-0.542587,-0.013661,0.008931,0
12.692000,1,0.190000,0.950000,0,1,1,-0.018640,-0.003540,-0.549027,-0.012226,0.004265,0.025045,-0.035707,-0.775729,-0.541830,-0.013584,0.007433,0
12.694000,1,0.192000,0.960000,0,1,1,-0.018640,-0.003540,-0.548970,-0.012295,0.002710,0.031335,-0.033399,-0.779205,-0.541830,-0.013584,0.007433,0
12.694000,1,0.194000,0.970000,0,1,1,-0.018640,-0.003540,-0.548905,-0.012359,0.001149,0.033165,-0.030361,-0.781913,-0.541041,-0.013495,0.005914,0
12.698000,1,0.196000,0.980000,0,1,1,-0.018640,-0.003540,-0.548844,-0.012418,-0.000417,0.028400,-0.029124,-0.783848,-0.539544,-0.013299,0.002659,0
12.700000,1,0.198000,0.990000,0,1,1,-0.018640,-0.003540,-0.548792,-0.012474,-0.001986,0.023737,-0.026737,-0.785011,-0.539544,-0.013299,0.002659,0
12.700000,1,0.200000,1.000000,0,1,1,-0.018640,-0.003540,-0.548750,-0.012525,-0.002386,0.018525,-0.023896,-0.200000,-0.538738,-0.013128,0.001119,0
12.704000,0,0.000000,0.000000,1,1,0,-0.018640,-0.003540,-0.530186,-0.009202,-0.003557,-0.007670,-0.002117,0.785398,-0.530178,-0.009200,-0.002694,1
12.706000,0,0.002000,0.010000,1,1,0,-0.018640,-0.003540,-0.530209,-0.009209,-0.001986,-0.015185,-0.004192,0.785011,-0.530178,-0.009200,-0.002694,0
12.706000,0,0.004000,0.020000,1,1,0,-0.018640,-0.003540,-0.530246,-0.009219,-0.000417,-0.022290,-0.006177,0.783848,-0.529939,-0.009167,-0.002544,0
12.710000,0,0.006000,0.030000,1,1,0,-0.011238,-0.001170,-0.530296,-0.009232,0.001149,-0.026890,-0.007345,0.781913,-0.530776,-0.009289,-0.002296,0
12.712000,0,0.008000,0.040000,1,1,0,-0.011238,-0.001170,-0.530354,-0.009248,0.002710,-0.031363,-0.008486,0.779205,-0.531153,-0.009438,-0.001716,0
12.714000,0,0.010000,0.050000,1,1,0,-0.011238,-0.001170,-0.530421,-0.009266,0.004265,-0.035696,-0.009612,0.775729,-0.531394,-0.009620,-0.000876,0
12.714000,0,0.012000,0.060000,1,1,0,-0.011238,-0.001170,-0.530497,-0.009287,0.005812,-0.039930,-0.010712,0.771487,-0.531394,-0.009620,-0.000876,0
12.718000,0,0.014000,0.070000,1,0,1,-0.011238,-0.001170,-0.530581,-0.009309,0.007350,-0.043958,-0.011829,0.766483,-0.531291,-0.009892,0.001484,0
12.720000,0,0.016000,0.080000,1,0,1,-0.011238,-0.001170,-0.530672,-0.009334,0.008878,-0.047432,-0.012872,0.760723,-0.529854,-0.009760,0.002974,0
12.722000,0,0.018000,0.090000,1,0,1,-0.011238,-0.001170,-0.530770,-0.009361,0.010393,-0.050819,-0.013889,0.754213,-0.529854,-0.009760,0.002974,0
12.724000,0,0.020000,0.100000,1,0,1,-0.011238,-0.001170,-0.530875,-0.009390,0.011894,-0.054065,-0.014893,0.746958,-0.529442,-0.009719,0.004576,0
12.724000,0,0.022000,0.110000,1,0,1,-0.011238,-0.001170,-0.530986,-0.009420,0.013380,-0.057175,-0.015885,0.738966,-0.528939,-0.009606,0.006274,0
12.728000,0,0.024000,0.120000,1,0,1,-0.011238,-0.001170,-0.531104,-0.009453,0.014850,-0.060099,-0.016874,0.730245,-0.527774,-0.009197,0.009883,0
12.730000,0,0.026000,0.130000,1,0,1,-0.011238,-0.001170,-0.531227,-0.009488,0.016301,-0.062941,-0.017837,0.720803,-0.527774,-0.009197,0.009883,0
12.732000,0,0.028000,0.140000,1,0,1,-0.011238,-0.001170,-0.531355,-0.009524,0.017732,-0.065652,-0.018785,0.710650,-0.527158,-0.008918,0.011774,0
12.734000,0,0.030000,0.150000,1,0,1,-0.011238,-0.001170,-0.531489,-0.009563,0.019143,-0.068236,-0.019717,0.699795,-0.526590,-0.008612,0.013667,0
12.736000,0,0.032000,0.160000,1,0,1,-0.016589,-0.000263,-0.531631,-0.009603,0.020531,-0.073098,-0.020379,0.688250,-0.526140,-0.008236,0.017576,0
12.738000,0,0.034000,0.170000,1,0,1,-0.016589,-0.000263,-0.531781,-0.009644,0.021895,-0.077579,-0.020903,0.676025,-0.525373,-0.007640,0.019197,0
12.740000,0,0.036000,0.180000,1,0,1,-0.016589,-0.000263,-0.531941,-0.009687,0.023235,-0.081890,-0.021414,0.663134,-0.525170,-0.007330,0.020965,0
12.742000,0,0.038000,0.190000,1,0,1,-0.016589,-0.000263,-0.532109,-0.009730,0.024547,-0.086072,-0.021907,0.649588,-0.525170,-0.007330,0.020965,0
12.744000,0,0.040000,0.200000,1,0,1,-0.016589,-0.000263,-0.532285,-0.009774,0.025833,-0.090163,-0.022507,0.635400,-0.525256,-0.007289,0.022918,0
12.746000,0,0.042000,0.210000,1,0,1,-0.016589,-0.000263,-0.532469,-0.009820,0.027089,-0.093962,-0.023079,0.620586,-0.525320,-0.006791,0.026187,0
12.748000,0,0.044000,0.220000,1,0,1,-0.016589,-0.000263,-0.532661,-0.009867,0.028314,-0.097603,-0.023516,0.605160,-0.525636,-0.006390,0.027462,0
12.750000,0,0.046000,0.230000,1,0,1,-0.016589,-0.000263,-0.532860,-0.009914,0.029509,-0.101118,-0.023934,0.589136,-0.525636,-0.006390,0.027462,0
12.752000,0,0.048000,0.240000,1,0,1,-0.016589,-0.000263,-0.533065,-0.009962,0.030671,-0.104378,-0.024443,0.572531,-0.525885,-0.006438,0.029209,0
12.754000,0,0.050000,0.250000,1,0,1,-0.016589,-0.000263,-0.533277,-0.010012,0.031799,-0.107438,-0.024924,0.555360,-0.526337,-0.006322,0.030618,0
12.756000,0,0.052000,0.260000,1,0,1,-0.016589,-0.000263,-0.533495,-0.010062,0.032892,-0.110486,-0.025275,0.537642,-0.527215,-0.006070,0.031678,0
12.758000,0,0.054000,0.270000,1,0,1,-0.016589,-0.000263,-0.533718,-0.010113,0.033949,-0.113150,-0.025707,0.519393,-0.527561,-0.006210,0.033233,0
12.758000,0,0.056000,0.280000,1,0,1,-0.016589,-0.000263,-0.533948,-0.010165,0.034969,-0.115902,-0.026012,0.500632,-0.528769,-0.006053,0.034161,0
12.762000,0,0.058000,0.290000,1,0,1,-0.024527,0.001150,-0.534187,-0.010216,0.035951,-0.123159,-0.025467,0.481376,-0.529668,-0.006095,0.035306,0
12.764000,0,0.060000,0.300000,1,0,1,-0.024527,0.001150,-0.534440,-0.010267,0.036894,-0.130108,-0.024922,0.461645,-0.531662,-0.006268,0.037409,0
12.766000,0,0.062000,0.310000,1,0,1,-0.024527,0.001150,-0.534707,-0.010316,0.037797,-0.136805,-0.024381,0.441459,-0.531662,-0.006268,0.037409,0
12.768000,0,0.064000,0.320000,1,0,1,-0.024527,0.001150,-0.534987,-0.010364,0.038660,-0.143224,-0.023842,0.420837,-0.532748,-0.006395,0.038367,0
12.768000,0,0.066000,0.330000,1,0,1,-0.024527,0.001150,-0.535280,-0.010411,0.039480,-0.149369,-0.023304,0.399800,-0.533895,-0.006545,0.039264,0
12.772000,0,0.068000,0.340000,1,0,1,-0.024527,0.001150,-0.535584,-0.010457,0.040259,-0.155223,-0.022761,0.378368,-0.536372,-0.006909,0.040867,0
12.774000,0,0.070000,0.350000,1,0,1,-0.024527,0.001150,-0.535900,-0.010502,0.040994,-0.160828,-0.022224,0.356563,-0.536372,-0.006909,0.040867,0
12.776000,0,0.072000,0.360000,1,0,1,-0.024527,0.001150,-0.536227,-0.010546,0.041685,-0.166166,-0.021687,0.334406,-0.537686,-0.007114,0.041576,0
12.778000,0,0.074000,0.370000,1,0,1,-0.024527,0.001150,-0.536564,-0.010589,0.042331,-0.170582,-0.021248,0.311919,-0.538206,-0.007454,0.042448,0
12.780000,0,0.076000,0.380000,1,0,1,-0.024527,0.001150,-0.536910,-0.010631,0.042932,-0.175432,-0.020696,0.289124,-0.541748,-0.007769,0.043366,0
12.782000,0,0.078000,0.390000,1,0,1,-0.024527,0.001150,-0.537266,-0.010672,0.043487,-0.180027,-0.020143,0.266044,-0.543119,-0.007990,0.043851,0
12.784000,0,0.080000,0.400000,1,0,1,-0.024527,0.001150,-0.537629,-0.010712,0.043996,-0.183586,-0.019710,0.242701,-0.543601,-0.008350,0.044458,0
12.786000,0,0.082000,0.410000,1,0,1,-0.029682,0.001767,-0.538004,-0.010750,0.044458,-0.191291,-0.018758,0.219119,-0.543601,-0.008350,0.044458,0
12.788000,0,0.084000,0.420000,1,0,1,-0.029682,0.001767,-0.538395,-0.010787,0.044872,-0.199462,-0.017688,0.195321,-0.545819,-0.008420,0.044676,0
12.790000,0,0.086000,0.430000,1,0,1,-0.029682,0.001767,-0.538801,-0.010821,0.045239,-0.206373,-0.016771,0.171329,-0.547568,-0.008982,0.045435,0
12.792000,0,0.088000,0.440000,1,0,1,-0.029682,0.001767,-0.539220,-0.010854,0.045558,-0.212929,-0.015869,0.147169,-0.548865,-0.009176,0.045653,0
12.794000,0,0.090000,0.450000,1,0,1,-0.029682,0.001767,-0.539653,-0.010884,0.045828,-0.220060,-0.014812,0.122863,-0.551020,-0.009198,0.045715,0
12.796000,0,0.092000,0.460000,1,0,1,-0.029682,0.001767,-0.540100,-0.010913,0.046049,-0.226783,-0.013784,0.098436,-0.551020,-0.009198,0.045715,0
12.798000,0,0.094000,0.470000,1,0,1,-0.029682,0.001767,-0.540559,-0.010940,0.046221,-0.232159,-0.012947,0.073912,-0.551447,-0.009529,0.045945,0
12.800000,0,0.096000,0.480000,1,0,1,-0.029682,0.001767,-0.541029,-0.010965,0.046345,-0.237261,-0.012108,0.049316,-0.553913,-0.009840,0.046047,0
12.802000,0,0.098000,0.490000,1,0,1,-0.029682,0.001767,-0.541508,-0.010988,0.046419,-0.242043,-0.011280,0.024670,-0.555088,-0.009974,0.046023,0
12.804000,0,0.100000,0.500000,1,0,1,-0.029682,0.001767,-0.541997,-0.011010,0.046443,-0.246447,-0.010476,-0.000000,-0.555088,-0.009974,0.046023,0
12.806000,0,0.102000,0.510000,1,0,1,-0.029682,0.001767,-0.542494,-0.011030,0.046419,-0.250542,-0.009680,-0.024670,-0.556216,-0.010092,0.045959,0
12.808000,0,0.104000,0.520000,1,0,1,-0.029682,0.001767,-0.542999,-0.011049,0.046345,-0.254340,-0.008888,-0.049316,-0.557304,-0.010194,0.045851,0
12.810000,0,0.106000,0.530000,1,0,1,-0.029682,0.001767,-0.543511,-0.011066,0.046221,-0.257934,-0.008081,-0.073912,-0.559323,-0.010360,0.045500,0
12.812000,0,0.108000,0.540000,1,0,1,-0.030857,0.002093,-0.544032,-0.011081,0.046049,-0.262766,-0.006848,-0.098436,-0.559323,-0.010360,0.045500,0
12.814000,0,0.110000,0.550000,1,0,1,-0.030857,0.002093,-0.544562,-0.011093,0.045828,-0.267234,-0.005639,-0.122863,-0.560252,-0.010422,0.045247,0
12.816000,0,0.112000,0.560000,1,0,1,-0.030857,0.002093,-0.545101,-0.011103,0.045558,-0.271352,-0.004449,-0.147169,-0.561131,-0.010468,0.044952,0
12.816000,0,0.114000,0.570000,1,0,1,-0.030857,0.002093,-0.545647,-0.011111,0.045239,-0.275127,-0.003272,-0.171329,-0.561959,-0.010504,0.044613,0
12.820000,0,0.116000,0.580000,1,0,1,-0.030857,0.002093,-0.546201,-0.011116,0.044872,-0.278700,-0.002071,-0.195321,-0.563468,-0.010537,0.043780,0
12.822000,0,0.118000,0.590000,1,0,1,-0.030857,0.002093,-0.546762,-0.011119,0.044458,-0.281779,-0.000924,-0.219119,-0.563468,-0.010537,0.043780,0
12.824000,0,0.120000,0.600000,1,0,1,-0.030857,0.002093,-0.547328,-0.011120,0.043996,-0.284526,0.000215,-0.242701,-0.564157,-0.010532,0.043284,0
12.826000,0,0.122000,0.610000,1,0,1,-0.030857,0.002093,-0.547900,-0.011118,0.043487,-0.286954,0.001353,-0.266044,-0.564804,-0.010517,0.042747,0
12.828000,0,0.124000,0.620000,1,0,1,-0.030857,0.002093,-0.548476,-0.011114,0.042932,-0.289260,0.002555,-0.289124,-0.565949,-0.010465,0.041546,0
12.830000,0,0.126000,0.630000,1,0,1,-0.030857,0.002093,-0.549056,-0.011108,0.042331,-0.291232,0.003750,-0.311919,-0.566439,-0.010429,0.040874,0
12.832000,0,0.128000,0.640000,1,0,1,-0.030857,0.002093,-0.549641,-0.011099,0.041685,-0.292866,0.004940,-0.334406,-0.566870,-0.010382,0.040152,0
12.834000,0,0.130000,0.650000,1,0,1,-0.030857,0.002093,-0.550228,-0.011088,0.040994,-0.293944,0.006056,-0.356563,-0.566870,-0.010382,0.040152,0
12.836000,0,0.132000,0.660000,1,0,1,-0.028274,0.001477,-0.550810,-0.011077,0.040259,-0.288201,0.005629,-0.378368,-0.567251,-0.010326,0.039390,0
12.838000,0,0.134000,0.670000,1,0,1,-0.028274,0.001477,-0.551381,-0.011066,0.039480,-0.282771,0.005384,-0.399800,-0.567842,-0.010194,0.037725,0
12.840000,0,0.136000,0.680000,1,0,1,-0.028274,0.001477,-0.551941,-0.011055,0.038660,-0.277390,0.005232,-0.420837,-0.568052,-0.010114,0.036814,0
