time,Fx,Fy,Fz
3.614000,0.000000,0.000000,552.171153
3.616000,0.000000,0.000000,516.686120
3.618000,0.000000,0.000000,485.598546
3.620000,0.000000,0.000000,467.965788
3.622000,0.000000,0.000000,465.705479
3.624000,0.000000,0.000000,475.403892
3.626000,0.000000,0.000000,467.384334
3.628000,0.000000,0.000000,460.611254
3.630000,0.000000,0.000000,456.343794
3.632000,0.000000,0.000000,455.193522
3.634000,0.000000,0.000000,458.545163
3.636000,0.000000,0.000000,468.454948
3.638000,0.000000,0.000000,485.894328
3.640000,0.000000,0.000000,506.965674
3.642000,0.000000,0.000000,532.941964
3.644000,0.000000,0.000000,580.584614
3.646000,0.000000,0.000000,637.345942
3.648000,0.000000,0.000000,699.142066
3.650000,0.000000,0.000000,760.021344
3.652000,0.000000,0.000000,811.575641
3.654000,0.000000,0.000000,844.298170
3.656000,0.000000,0.000000,855.284952
3.658000,0.000000,0.000000,845.159783
3.660000,0.000000,0.000000,812.863046
3.662000,0.000000,0.000000,764.019186
3.664000,0.000000,0.000000,715.275137
3.666000,0.000000,0.000000,679.190678
3.668000,0.000000,0.000000,663.233253
3.670000,0.000000,0.000000,672.334414
3.672000,0.000000,0.000000,694.670162
3.674000,0.000000,0.000000,730.726414
3.676000,0.000000,0.000000,785.719120
3.678000,0.000000,0.000000,867.969302
3.680000,0.000000,0.000000,967.257927
3.682000,0.000000,0.000000,1064.760742
3.684000,0.000000,0.000000,1130.222180
3.686000,0.000000,0.000000,1161.827072
3.688000,0.000000,0.000000,1158.574949
3.690000,0.000000,0.000000,1120.580634
3.692000,0.000000,0.000000,1055.810592
3.694000,0.000000,0.000000,974.611023
3.696000,0.000000,0.000000,896.948411
3.698000,0.000000,0.000000,848.350502
3.700000,0.000000,0.000000,844.335498
3.702000,0.000000,0.000000,880.750867
3.704000,0.000000,0.000000,921.893136
3.706000,0.000000,0.000000,960.716518
3.708000,0.000000,0.000000,978.235678
3.710000,0.000000,0.000000,961.141983
3.712000,0.000000,0.000000,913.019725
3.714000,0.000000,0.000000,853.120413
3.716000,0.000000,0.000000,807.418983
3.718000,0.000000,0.000000,788.769032
